company_name,Date,close_diff,voldiff
Tech Mahindra Ltd.,30042019,12.850000000000023,0.039999999999999813
Kotak Mahindra Bank Ltd.,30042019,7.2999999999999545,-0.030000000000000027
Britannia Industries Ltd.,30042019,-71.64999999999964,0.1499999999999999
Larsen & Toubro Ltd.,30042019,-9.650000000000091,-0.020000000000000018
Marico Ltd.,30042019,0.5,-0.030000000000000027
HDFC Bank Ltd.,30042019,36.5,0.050000000000000044
ITC Ltd.,30042019,-3.1999999999999886,0.0
Dabur India Ltd.,30042019,0.1500000000000341,-0.030000000000000027
Colgate Palmolive (India) Ltd.,30042019,4.050000000000182,-0.030000000000000027
Oracle Financial Services Software Ltd.,30042019,-24.34999999999991,-0.009999999999999898
Bosch Ltd.,30042019,0.3500000000021828,-0.029999999999999916
Hindustan Unilever Ltd.,30042019,10.350000000000136,-0.010000000000000009
